MatNo,Plant,MatGroupName,FinancialYear,Month,month_index,actual,xgb_pred,wma_pred
MAT0004,Delhi Plant,Pearl,2025-26,December,20,85,75.52618408203125,76.0
MAT0004,Pune Plant,Pearl,2025-26,December,20,83,79.61559295654297,82.16666666666667
MAT0005,Bengaluru Plant,Sleek,2025-26,December,20,377,405.6210021972656,465.5
MAT0005,Pune Plant,Sleek,2025-26,December,20,418,394.46142578125,458.5
MAT0006,Chennai Plant,Sleek,2025-26,December,20,231,230.80555725097656,202.5
MAT0006,Coimbatore Plant,Sleek,2025-26,December,20,229,234.01719665527344,200.33333333333334
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,December,20,12,14.135457992553711,12.833333333333334
MAT0007,Chennai Plant,AeroBreeze,2025-26,December,20,13,13.811893463134766,14.0
MAT0007,Delhi Plant,AeroBreeze,2025-26,December,20,14,13.0435209274292,13.0
MAT0007,Pune Plant,AeroBreeze,2025-26,December,20,14,13.0435209274292,14.166666666666666
MAT0008,Delhi Plant,CoolAir,2025-26,December,20,337,424.624755859375,335.3333333333333
MAT0009,Bengaluru Plant,Luminex,2025-26,December,20,604,663.6502075195312,574.1666666666666
MAT0009,Chennai Plant,Luminex,2025-26,December,20,552,721.2780151367188,577.6666666666666
MAT0010,Delhi Plant,BrightMax,2025-26,December,20,151,156.19363403320312,156.83333333333334
MAT0010,Pune Plant,BrightMax,2025-26,December,20,138,150.9359893798828,152.16666666666666
MAT0011,Chennai Plant,FlexiCore,2025-26,December,20,47,44.73295974731445,45.5
MAT0012,Coimbatore Plant,SafeLine,2025-26,December,20,24,23.504301071166992,23.666666666666668
MAT0012,Pune Plant,SafeLine,2025-26,December,20,25,25.55630874633789,24.833333333333332
MAT0013,Bengaluru Plant,DuraFix,2025-26,December,20,92,98.22734069824219,102.5
MAT0013,Delhi Plant,DuraFix,2025-26,December,20,108,129.3596649169922,119.0
MAT0014,Bengaluru Plant,SteelGrip,2025-26,December,20,12,13.687057495117188,11.666666666666666
MAT0014,Chennai Plant,SteelGrip,2025-26,December,20,146,127.23484802246094,136.5
MAT0014,Coimbatore Plant,SteelGrip,2025-26,December,20,54,60.31589126586914,62.666666666666664
MAT0014,Delhi Plant,SteelGrip,2025-26,December,20,26,26.233001708984375,26.833333333333332
MAT0014,Pune Plant,SteelGrip,2025-26,December,20,40,37.08922576904297,38.5
MAT0015,Pune Plant,StdGrade,2025-26,December,20,226,218.0677032470703,221.66666666666666
MAT0016,Chennai Plant,StdGrade,2025-26,December,20,73,70.37793731689453,70.33333333333333
MAT0016,Delhi Plant,StdGrade,2025-26,December,20,73,66.17569732666016,67.66666666666667
MAT0017,Bengaluru Plant,ReadyPack,2025-26,December,20,217,218.97593688964844,200.83333333333334
MAT0018,Bengaluru Plant,ClipFix,2025-26,December,20,534,459.534912109375,523.8333333333334
MAT0018,Coimbatore Plant,ClipFix,2025-26,December,20,533,513.6268920898438,491.3333333333333
MAT0001,Chennai Plant,Nova,2025-26,January,21,122,135.70494079589844,135.5
MAT0001,Pune Plant,Nova,2025-26,January,21,141,136.29371643066406,134.5
MAT0002,Chennai Plant,Nova,2025-26,January,21,164,163.4786376953125,158.33333333333334
MAT0002,Delhi Plant,Nova,2025-26,January,21,151,169.3038330078125,162.66666666666666
MAT0003,Coimbatore Plant,Pearl,2025-26,January,21,206,210.63185119628906,202.33333333333334
MAT0004,Chennai Plant,Pearl,2025-26,January,21,75,83.39418029785156,80.5
MAT0004,Delhi Plant,Pearl,2025-26,January,21,82,84.07257080078125,79.5
MAT0004,Pune Plant,Pearl,2025-26,January,21,74,82.87799072265625,82.83333333333333
MAT0005,Bengaluru Plant,Sleek,2025-26,January,21,413,376.26611328125,384.6666666666667
MAT0005,Pune Plant,Sleek,2025-26,January,21,408,387.308349609375,409.6666666666667
MAT0006,Chennai Plant,Sleek,2025-26,January,21,124,112.58158874511719,224.0
MAT0006,Coimbatore Plant,Sleek,2025-26,January,21,105,112.74323272705078,224.33333333333334
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,January,21,12,13.885207176208496,12.166666666666666
MAT0007,Chennai Plant,AeroBreeze,2025-26,January,21,13,14.227367401123047,13.666666666666666
MAT0007,Delhi Plant,AeroBreeze,2025-26,January,21,14,15.318909645080566,13.333333333333334
MAT0007,Pune Plant,AeroBreeze,2025-26,January,21,12,14.543828964233398,14.166666666666666
MAT0008,Delhi Plant,CoolAir,2025-26,January,21,173,249.62855529785156,311.5
MAT0009,Bengaluru Plant,Luminex,2025-26,January,21,286,259.3482971191406,615.5
MAT0009,Chennai Plant,Luminex,2025-26,January,21,288,246.3170166015625,592.5
MAT0010,Delhi Plant,BrightMax,2025-26,January,21,159,151.79510498046875,156.0
MAT0010,Pune Plant,BrightMax,2025-26,January,21,152,149.0304412841797,144.83333333333334
MAT0011,Chennai Plant,FlexiCore,2025-26,January,21,45,50.299400329589844,46.0
MAT0012,Coimbatore Plant,SafeLine,2025-26,January,21,24,23.942846298217773,23.666666666666668
MAT0012,Pune Plant,SafeLine,2025-26,January,21,26,24.461084365844727,25.166666666666668
MAT0013,Bengaluru Plant,DuraFix,2025-26,January,21,115,97.83075714111328,94.0
MAT0013,Delhi Plant,DuraFix,2025-26,January,21,127,125.8288803100586,114.0
MAT0014,Bengaluru Plant,SteelGrip,2025-26,January,21,14,13.97524642944336,11.833333333333334
MAT0014,Chennai Plant,SteelGrip,2025-26,January,21,150,139.17431640625,142.5
MAT0014,Coimbatore Plant,SteelGrip,2025-26,January,21,67,68.13436126708984,57.5
MAT0014,Delhi Plant,SteelGrip,2025-26,January,21,23,27.250125885009766,26.333333333333332
MAT0014,Pune Plant,SteelGrip,2025-26,January,21,38,37.73826217651367,39.5
MAT0015,Pune Plant,StdGrade,2025-26,January,21,220,209.18722534179688,223.66666666666666
MAT0016,Chennai Plant,StdGrade,2025-26,January,21,140,95.90699768066406,72.16666666666667
MAT0016,Delhi Plant,StdGrade,2025-26,January,21,137,103.88975524902344,69.66666666666667
MAT0017,Bengaluru Plant,ReadyPack,2025-26,January,21,229,209.7420654296875,210.83333333333334
MAT0018,Bengaluru Plant,ClipFix,2025-26,January,21,470,465.9528503417969,529.5
MAT0018,Coimbatore Plant,ClipFix,2025-26,January,21,518,491.6470031738281,516.6666666666666
MAT0001,Chennai Plant,Nova,2025-26,February,22,137,130.94384765625,128.5
MAT0001,Pune Plant,Nova,2025-26,February,22,126,134.5309295654297,137.66666666666666
MAT0002,Chennai Plant,Nova,2025-26,February,22,167,154.68218994140625,159.83333333333334
MAT0002,Delhi Plant,Nova,2025-26,February,22,146,150.5448455810547,157.83333333333334
MAT0003,Coimbatore Plant,Pearl,2025-26,February,22,223,210.5297393798828,202.33333333333334
MAT0004,Chennai Plant,Pearl,2025-26,February,22,73,76.68788146972656,77.5
MAT0004,Delhi Plant,Pearl,2025-26,February,22,71,77.71233367919922,81.33333333333333
MAT0004,Pune Plant,Pearl,2025-26,February,22,73,76.15231323242188,78.66666666666667
MAT0005,Bengaluru Plant,Sleek,2025-26,February,22,411,423.555419921875,399.1666666666667
MAT0005,Pune Plant,Sleek,2025-26,February,22,409,411.57025146484375,409.8333333333333
MAT0006,Chennai Plant,Sleek,2025-26,February,22,114,121.89276885986328,173.66666666666666
MAT0006,Coimbatore Plant,Sleek,2025-26,February,22,106,105.5656509399414,166.5
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,February,22,14,13.033886909484863,12.0
MAT0007,Chennai Plant,AeroBreeze,2025-26,February,22,13,14.331097602844238,13.166666666666666
MAT0007,Delhi Plant,AeroBreeze,2025-26,February,22,12,13.089160919189453,13.666666666666666
MAT0007,Pune Plant,AeroBreeze,2025-26,February,22,14,13.179121971130371,13.0
MAT0008,Delhi Plant,CoolAir,2025-26,February,22,381,292.677978515625,232.66666666666666
MAT0009,Bengaluru Plant,Luminex,2025-26,February,22,324,280.30279541015625,447.3333333333333
MAT0009,Chennai Plant,Luminex,2025-26,February,22,330,281.7790832519531,432.1666666666667
MAT0010,Delhi Plant,BrightMax,2025-26,February,22,159,159.25473022460938,157.0
MAT0010,Pune Plant,BrightMax,2025-26,February,22,146,151.92434692382812,147.66666666666666
MAT0011,Chennai Plant,FlexiCore,2025-26,February,22,48,45.61432647705078,45.5
MAT0012,Coimbatore Plant,SafeLine,2025-26,February,22,22,23.214487075805664,23.833333333333332
MAT0012,Pune Plant,SafeLine,2025-26,February,22,22,24.27717399597168,25.666666666666668
MAT0013,Bengaluru Plant,DuraFix,2025-26,February,22,112,139.0496063232422,103.66666666666667
MAT0013,Delhi Plant,DuraFix,2025-26,February,22,131,135.38192749023438,120.5
MAT0014,Bengaluru Plant,SteelGrip,2025-26,February,22,11,16.049488067626953,12.833333333333334
MAT0014,Chennai Plant,SteelGrip,2025-26,February,22,150,135.0323944091797,145.83333333333334
MAT0014,Coimbatore Plant,SteelGrip,2025-26,February,22,67,62.43074417114258,61.666666666666664
MAT0014,Delhi Plant,SteelGrip,2025-26,February,22,25,25.25186538696289,24.666666666666668
MAT0014,Pune Plant,SteelGrip,2025-26,February,22,37,36.943172454833984,38.833333333333336
MAT0015,Pune Plant,StdGrade,2025-26,February,22,229,222.11508178710938,222.5
MAT0016,Chennai Plant,StdGrade,2025-26,February,22,135,153.13197326660156,106.5
MAT0016,Delhi Plant,StdGrade,2025-26,February,22,127,141.12979125976562,103.33333333333333
MAT0017,Bengaluru Plant,ReadyPack,2025-26,February,22,208,218.91131591796875,222.0
MAT0018,Bengaluru Plant,ClipFix,2025-26,February,22,473,459.30474853515625,502.0
MAT0018,Coimbatore Plant,ClipFix,2025-26,February,22,524,508.21856689453125,523.1666666666666
MAT0001,Chennai Plant,Nova,2025-26,March,23,136,126.80857849121094,131.83333333333334
MAT0001,Pune Plant,Nova,2025-26,March,23,130,130.39718627929688,132.5
MAT0002,Chennai Plant,Nova,2025-26,March,23,165,160.83328247070312,164.33333333333334
MAT0002,Delhi Plant,Nova,2025-26,March,23,153,154.531494140625,151.5
MAT0003,Coimbatore Plant,Pearl,2025-26,March,23,213,214.19073486328125,213.83333333333334
MAT0004,Chennai Plant,Pearl,2025-26,March,23,73,72.8670883178711,75.0
MAT0004,Delhi Plant,Pearl,2025-26,March,23,81,71.33482360839844,77.0
MAT0004,Pune Plant,Pearl,2025-26,March,23,74,72.3718490600586,75.0
MAT0005,Bengaluru Plant,Sleek,2025-26,March,23,371,421.5868225097656,406.0
MAT0005,Pune Plant,Sleek,2025-26,March,23,399,441.96893310546875,410.1666666666667
MAT0006,Chennai Plant,Sleek,2025-26,March,23,122,103.8619155883789,136.83333333333334
MAT0006,Coimbatore Plant,Sleek,2025-26,March,23,119,95.5589599609375,126.16666666666667
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,March,23,14,12.436315536499023,13.0
MAT0007,Chennai Plant,AeroBreeze,2025-26,March,23,14,12.85568618774414,13.0
MAT0007,Delhi Plant,AeroBreeze,2025-26,March,23,14,12.904988288879395,13.0
MAT0007,Pune Plant,AeroBreeze,2025-26,March,23,13,12.58376693725586,13.333333333333334
MAT0008,Delhi Plant,CoolAir,2025-26,March,23,263,212.01373291015625,304.3333333333333
MAT0009,Bengaluru Plant,Luminex,2025-26,March,23,303,289.55462646484375,358.0
MAT0009,Chennai Plant,Luminex,2025-26,March,23,332,294.44598388671875,353.0
MAT0010,Delhi Plant,BrightMax,2025-26,March,23,154,149.59268188476562,157.66666666666666
MAT0010,Pune Plant,BrightMax,2025-26,March,23,140,147.52078247070312,146.66666666666666
MAT0011,Chennai Plant,FlexiCore,2025-26,March,23,47,44.37185287475586,46.833333333333336
MAT0012,Coimbatore Plant,SafeLine,2025-26,March,23,25,22.011016845703125,23.0
MAT0012,Pune Plant,SafeLine,2025-26,March,23,24,21.611787796020508,23.833333333333332
MAT0013,Bengaluru Plant,DuraFix,2025-26,March,23,126,121.55335235595703,109.66666666666667
MAT0013,Delhi Plant,DuraFix,2025-26,March,23,100,124.92406463623047,125.83333333333333
MAT0014,Bengaluru Plant,SteelGrip,2025-26,March,23,13,13.217081069946289,12.166666666666666
MAT0014,Chennai Plant,SteelGrip,2025-26,March,23,135,136.06349182128906,149.33333333333334
MAT0014,Coimbatore Plant,SteelGrip,2025-26,March,23,59,62.39128112792969,64.83333333333333
MAT0014,Delhi Plant,SteelGrip,2025-26,March,23,27,24.326576232910156,24.5
MAT0014,Pune Plant,SteelGrip,2025-26,March,23,38,34.93316650390625,37.833333333333336
MAT0015,Pune Plant,StdGrade,2025-26,March,23,217,215.1000518798828,225.5
MAT0016,Chennai Plant,StdGrade,2025-26,March,23,117,134.99557495117188,126.33333333333333
MAT0016,Delhi Plant,StdGrade,2025-26,March,23,122,126.11824035644531,121.33333333333333
MAT0017,Bengaluru Plant,ReadyPack,2025-26,March,23,231,216.3827362060547,216.5
MAT0018,Bengaluru Plant,ClipFix,2025-26,March,23,474,459.1852722167969,482.1666666666667
MAT0018,Coimbatore Plant,ClipFix,2025-26,March,23,450,518.5765380859375,523.5
MAT0001,Chennai Plant,Nova,2026-27,April,24,128,138.6464385986328,134.0
MAT0001,Pune Plant,Nova,2026-27,April,24,129,132.1409454345703,130.5
MAT0002,Chennai Plant,Nova,2026-27,April,24,173,175.63478088378906,165.5
MAT0002,Delhi Plant,Nova,2026-27,April,24,170,152.91615295410156,150.33333333333334
MAT0003,Coimbatore Plant,Pearl,2026-27,April,24,160,208.23194885253906,215.16666666666666
MAT0004,Chennai Plant,Pearl,2026-27,April,24,167,137.11746215820312,73.33333333333333
MAT0004,Delhi Plant,Pearl,2026-27,April,24,143,136.67503356933594,77.83333333333333
MAT0004,Pune Plant,Pearl,2026-27,April,24,149,137.45745849609375,73.66666666666667
MAT0005,Bengaluru Plant,Sleek,2026-27,April,24,389,446.6966247558594,391.3333333333333
MAT0005,Pune Plant,Sleek,2026-27,April,24,405,406.8231506347656,403.8333333333333
MAT0006,Chennai Plant,Sleek,2026-27,April,24,121,120.0407485961914,119.66666666666667
MAT0006,Coimbatore Plant,Sleek,2026-27,April,24,123,126.27709197998047,112.33333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2026-27,April,24,26,18.86665916442871,13.666666666666666
MAT0007,Chennai Plant,AeroBreeze,2026-27,April,24,27,19.5732364654541,13.5
MAT0007,Delhi Plant,AeroBreeze,2026-27,April,24,30,18.801000595092773,13.333333333333334
MAT0007,Pune Plant,AeroBreeze,2026-27,April,24,30,18.91493797302246,13.166666666666666
MAT0008,Delhi Plant,CoolAir,2026-27,April,24,395,245.1644287109375,287.3333333333333
MAT0009,Bengaluru Plant,Luminex,2026-27,April,24,341,324.53399658203125,307.1666666666667
MAT0009,Chennai Plant,Luminex,2026-27,April,24,352,325.61907958984375,324.0
MAT0010,Delhi Plant,BrightMax,2026-27,April,24,148,155.35952758789062,156.5
MAT0010,Pune Plant,BrightMax,2026-27,April,24,163,143.4500732421875,144.0
MAT0011,Chennai Plant,FlexiCore,2026-27,April,24,46,48.22883605957031,47.0
MAT0012,Coimbatore Plant,SafeLine,2026-27,April,24,28,24.861690521240234,23.833333333333332
MAT0012,Pune Plant,SafeLine,2026-27,April,24,31,24.09803009033203,23.666666666666668
MAT0013,Bengaluru Plant,DuraFix,2026-27,April,24,109,120.75538635253906,119.5
MAT0013,Delhi Plant,DuraFix,2026-27,April,24,92,125.44710540771484,114.83333333333333
MAT0014,Bengaluru Plant,SteelGrip,2026-27,April,24,13,16.21628189086914,12.5
MAT0014,Chennai Plant,SteelGrip,2026-27,April,24,127,140.8993682861328,142.5
MAT0014,Coimbatore Plant,SteelGrip,2026-27,April,24,69,66.071533203125,63.0
MAT0014,Delhi Plant,SteelGrip,2026-27,April,24,30,27.021841049194336,25.666666666666668
MAT0014,Pune Plant,SteelGrip,2026-27,April,24,38,37.204227447509766,37.666666666666664
MAT0015,Pune Plant,StdGrade,2026-27,April,24,218,212.8404998779297,221.5
MAT0016,Chennai Plant,StdGrade,2026-27,April,24,76,94.75720977783203,126.83333333333333
MAT0016,Delhi Plant,StdGrade,2026-27,April,24,75,96.17218017578125,126.16666666666667
MAT0017,Bengaluru Plant,ReadyPack,2026-27,April,24,175,214.88771057128906,223.0
MAT0018,Bengaluru Plant,ClipFix,2026-27,April,24,539,495.4436340332031,473.0
MAT0018,Coimbatore Plant,ClipFix,2026-27,April,24,514,506.4654846191406,486.0
MAT0001,Chennai Plant,Nova,2026-27,May,25,130,135.29330444335938,132.16666666666666
MAT0001,Pune Plant,Nova,2026-27,May,25,128,138.11288452148438,128.83333333333334
MAT0002,Chennai Plant,Nova,2026-27,May,25,193,187.96286010742188,169.33333333333334
MAT0002,Delhi Plant,Nova,2026-27,May,25,204,173.64390563964844,160.33333333333334
MAT0003,Coimbatore Plant,Pearl,2026-27,May,25,154,201.8435516357422,188.16666666666666
MAT0004,Chennai Plant,Pearl,2026-27,May,25,146,171.46949768066406,120.0
MAT0004,Delhi Plant,Pearl,2026-27,May,25,167,159.79359436035156,110.33333333333333
MAT0004,Pune Plant,Pearl,2026-27,May,25,157,163.13352966308594,111.33333333333333
MAT0005,Bengaluru Plant,Sleek,2026-27,May,25,447,373.02496337890625,386.6666666666667
MAT0005,Pune Plant,Sleek,2026-27,May,25,454,392.8890686035156,403.6666666666667
MAT0006,Chennai Plant,Sleek,2026-27,May,25,126,127.2875747680664,120.16666666666667
MAT0006,Coimbatore Plant,Sleek,2026-27,May,25,130,125.52367401123047,118.83333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2026-27,May,25,26,27.43788719177246,20.0
MAT0007,Chennai Plant,AeroBreeze,2026-27,May,25,29,27.70728874206543,20.333333333333332
MAT0007,Delhi Plant,AeroBreeze,2026-27,May,25,28,33.25188064575195,21.666666666666668
MAT0007,Pune Plant,AeroBreeze,2026-27,May,25,27,33.602569580078125,21.666666666666668
MAT0008,Delhi Plant,CoolAir,2026-27,May,25,453,227.68971252441406,348.6666666666667
MAT0009,Bengaluru Plant,Luminex,2026-27,May,25,299,314.3220520019531,325.5
MAT0009,Chennai Plant,Luminex,2026-27,May,25,299,322.26422119140625,341.6666666666667
MAT0010,Delhi Plant,BrightMax,2026-27,May,25,178,158.1009979248047,151.83333333333334
MAT0010,Pune Plant,BrightMax,2026-27,May,25,169,155.13323974609375,152.5
MAT0011,Chennai Plant,FlexiCore,2026-27,May,25,49,46.97450256347656,46.666666666666664
MAT0012,Coimbatore Plant,SafeLine,2026-27,May,25,28,26.70149803161621,26.0
MAT0012,Pune Plant,SafeLine,2026-27,May,25,30,37.409095764160156,27.166666666666668
MAT0013,Bengaluru Plant,DuraFix,2026-27,May,25,108,127.2034683227539,115.16666666666667
MAT0013,Delhi Plant,DuraFix,2026-27,May,25,118,112.14098358154297,101.16666666666667
MAT0014,Bengaluru Plant,SteelGrip,2026-27,May,25,13,17.374357223510742,12.666666666666666
MAT0014,Chennai Plant,SteelGrip,2026-27,May,25,149,138.90826416015625,133.5
MAT0014,Coimbatore Plant,SteelGrip,2026-27,May,25,60,69.52422332763672,65.33333333333333
MAT0014,Delhi Plant,SteelGrip,2026-27,May,25,25,35.16673278808594,28.166666666666668
MAT0014,Pune Plant,SteelGrip,2026-27,May,25,39,38.43460464477539,37.833333333333336
MAT0015,Pune Plant,StdGrade,2026-27,May,25,241,223.37181091308594,219.5
MAT0016,Chennai Plant,StdGrade,2026-27,May,25,76,75.69078826904297,99.5
MAT0016,Delhi Plant,StdGrade,2026-27,May,25,64,76.16185760498047,99.33333333333333
MAT0017,Bengaluru Plant,ReadyPack,2026-27,May,25,161,209.2754669189453,199.16666666666666
MAT0018,Bengaluru Plant,ClipFix,2026-27,May,25,549,520.9412841796875,506.3333333333333
MAT0018,Coimbatore Plant,ClipFix,2026-27,May,25,536,533.4607543945312,494.3333333333333
MAT0001,Chennai Plant,Nova,2026-27,June,26,137,130.72427368164062,130.33333333333334
MAT0001,Pune Plant,Nova,2026-27,June,26,134,133.0037841796875,128.66666666666666
MAT0002,Chennai Plant,Nova,2026-27,June,26,199,201.35581970214844,181.66666666666666
MAT0002,Delhi Plant,Nova,2026-27,June,26,202,199.70758056640625,184.16666666666666
MAT0003,Coimbatore Plant,Pearl,2026-27,June,26,183,212.53985595703125,165.83333333333334
MAT0004,Chennai Plant,Pearl,2026-27,June,26,155,162.34999084472656,140.83333333333334
MAT0004,Delhi Plant,Pearl,2026-27,June,26,162,162.29183959960938,144.66666666666666
MAT0004,Pune Plant,Pearl,2026-27,June,26,160,162.26112365722656,140.5
MAT0005,Bengaluru Plant,Sleek,2026-27,June,26,406,420.88397216796875,415.0
MAT0005,Pune Plant,Sleek,2026-27,June,26,428,411.8676452636719,428.5
MAT0006,Chennai Plant,Sleek,2026-27,June,26,112,123.05339050292969,123.66666666666667
MAT0006,Coimbatore Plant,Sleek,2026-27,June,26,112,123.10208129882812,125.83333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2026-27,June,26,30,24.383350372314453,24.0
MAT0007,Chennai Plant,AeroBreeze,2026-27,June,26,25,25.437950134277344,25.833333333333332
MAT0007,Delhi Plant,AeroBreeze,2026-27,June,26,26,24.41176986694336,26.333333333333332
MAT0007,Pune Plant,AeroBreeze,2026-27,June,26,28,25.426055908203125,25.666666666666668
MAT0008,Delhi Plant,CoolAir,2026-27,June,26,173,305.4383544921875,402.0
MAT0009,Bengaluru Plant,Luminex,2026-27,June,26,326,325.74285888671875,313.6666666666667
MAT0009,Chennai Plant,Luminex,2026-27,June,26,318,326.9146728515625,322.1666666666667
MAT0010,Delhi Plant,BrightMax,2026-27,June,26,154,171.8228302001953,164.0
MAT0010,Pune Plant,BrightMax,2026-27,June,26,153,191.84983825683594,162.16666666666666
MAT0011,Chennai Plant,FlexiCore,2026-27,June,26,50,47.3883056640625,47.666666666666664
MAT0012,Coimbatore Plant,SafeLine,2026-27,June,26,26,25.266590118408203,27.5
MAT0012,Pune Plant,SafeLine,2026-27,June,26,29,26.84300994873047,29.333333333333332
MAT0013,Bengaluru Plant,DuraFix,2026-27,June,26,122,107.12535095214844,111.33333333333333
MAT0013,Delhi Plant,DuraFix,2026-27,June,26,94,113.20716857910156,106.33333333333333
MAT0014,Bengaluru Plant,SteelGrip,2026-27,June,26,12,13.910789489746094,13.0
MAT0014,Chennai Plant,SteelGrip,2026-27,June,26,132,153.9358367919922,139.33333333333334
MAT0014,Coimbatore Plant,SteelGrip,2026-27,June,26,74,61.83596420288086,62.833333333333336
MAT0014,Delhi Plant,SteelGrip,2026-27,June,26,22,23.079675674438477,27.0
MAT0014,Pune Plant,SteelGrip,2026-27,June,26,37,39.2454948425293,38.5
MAT0015,Pune Plant,StdGrade,2026-27,June,26,225,225.29200744628906,229.33333333333334
MAT0016,Chennai Plant,StdGrade,2026-27,June,26,66,69.05580139160156,82.83333333333333
MAT0016,Delhi Plant,StdGrade,2026-27,June,26,65,65.97080993652344,77.33333333333333
MAT0017,Bengaluru Plant,ReadyPack,2026-27,June,26,175,203.2731170654297,177.33333333333334
MAT0018,Bengaluru Plant,ClipFix,2026-27,June,26,524,524.3463134765625,533.1666666666666
MAT0018,Coimbatore Plant,ClipFix,2026-27,June,26,552,520.9602661132812,514.3333333333334
MAT0001,Chennai Plant,Nova,2026-27,July,27,146,131.35479736328125,133.16666666666666
MAT0001,Pune Plant,Nova,2026-27,July,27,143,136.4131622314453,131.16666666666666
MAT0002,Chennai Plant,Nova,2026-27,July,27,170,188.96005249023438,192.66666666666666
MAT0002,Delhi Plant,Nova,2026-27,July,27,181,195.90269470214844,197.33333333333334
MAT0003,Coimbatore Plant,Pearl,2026-27,July,27,164,196.7080535888672,169.5
MAT0004,Chennai Plant,Pearl,2026-27,July,27,76,78.56881713867188,154.0
MAT0004,Delhi Plant,Pearl,2026-27,July,27,78,69.34920501708984,160.5
MAT0004,Pune Plant,Pearl,2026-27,July,27,84,81.01580047607422,157.16666666666666
MAT0005,Bengaluru Plant,Sleek,2026-27,July,27,832,746.1473999023438,416.8333333333333
MAT0005,Pune Plant,Sleek,2026-27,July,27,821,728.3775024414062,432.8333333333333
MAT0006,Chennai Plant,Sleek,2026-27,July,27,132,117.5640640258789,118.16666666666667
MAT0006,Coimbatore Plant,Sleek,2026-27,July,27,128,117.9397964477539,119.83333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2026-27,July,27,14,11.619803428649902,28.0
MAT0007,Chennai Plant,AeroBreeze,2026-27,July,27,15,12.244940757751465,26.666666666666668
MAT0007,Delhi Plant,AeroBreeze,2026-27,July,27,13,12.447718620300293,27.333333333333332
MAT0007,Pune Plant,AeroBreeze,2026-27,July,27,15,15.485661506652832,28.0
MAT0008,Delhi Plant,CoolAir,2026-27,July,27,390,285.0237121582031,303.3333333333333
MAT0009,Bengaluru Plant,Luminex,2026-27,July,27,303,318.09075927734375,319.5
MAT0009,Chennai Plant,Luminex,2026-27,July,27,359,326.6006774902344,317.3333333333333
MAT0010,Delhi Plant,BrightMax,2026-27,July,27,154,142.5968780517578,161.0
MAT0010,Pune Plant,BrightMax,2026-27,July,27,166,151.7215576171875,160.0
MAT0011,Chennai Plant,FlexiCore,2026-27,July,27,50,53.40550231933594,49.0
MAT0012,Coimbatore Plant,SafeLine,2026-27,July,27,29,23.909318923950195,27.0
MAT0012,Pune Plant,SafeLine,2026-27,July,27,30,26.555585861206055,29.666666666666668
MAT0013,Bengaluru Plant,DuraFix,2026-27,July,27,133,120.89010620117188,115.16666666666667
MAT0013,Delhi Plant,DuraFix,2026-27,July,27,136,101.78329467773438,101.66666666666667
MAT0014,Bengaluru Plant,SteelGrip,2026-27,July,27,12,11.777097702026367,12.5
MAT0014,Chennai Plant,SteelGrip,2026-27,July,27,145,135.76126098632812,136.83333333333334
MAT0014,Coimbatore Plant,SteelGrip,2026-27,July,27,68,63.65185546875,68.5
MAT0014,Delhi Plant,SteelGrip,2026-27,July,27,23,21.345735549926758,24.333333333333332
MAT0014,Pune Plant,SteelGrip,2026-27,July,27,44,36.73196029663086,37.833333333333336
MAT0015,Pune Plant,StdGrade,2026-27,July,27,226,211.4739532470703,229.16666666666666
MAT0016,Chennai Plant,StdGrade,2026-27,July,27,73,65.20185089111328,71.0
MAT0016,Delhi Plant,StdGrade,2026-27,July,27,64,66.18826293945312,66.33333333333333
MAT0017,Bengaluru Plant,ReadyPack,2026-27,July,27,155,198.96929931640625,170.33333333333334
MAT0018,Bengaluru Plant,ClipFix,2026-27,July,27,574,487.25848388671875,534.8333333333334
MAT0018,Coimbatore Plant,ClipFix,2026-27,July,27,520,531.2931518554688,540.3333333333334
MAT0001,Chennai Plant,Nova,2026-27,August,28,134,137.05825805664062,140.33333333333334
MAT0001,Pune Plant,Nova,2026-27,August,28,143,140.90902709960938,137.5
MAT0002,Chennai Plant,Nova,2026-27,August,28,193,173.50877380371094,183.5
MAT0002,Delhi Plant,Nova,2026-27,August,28,194,177.0992889404297,191.83333333333334
MAT0003,Coimbatore Plant,Pearl,2026-27,August,28,181,183.3469696044922,168.66666666666666
MAT0004,Chennai Plant,Pearl,2026-27,August,28,74,76.70440673828125,114.0
MAT0004,Delhi Plant,Pearl,2026-27,August,28,84,81.59834289550781,120.83333333333333
MAT0004,Pune Plant,Pearl,2026-27,August,28,76,81.04673767089844,121.5
MAT0005,Bengaluru Plant,Sleek,2026-27,August,28,812,794.8037719726562,625.8333333333334
MAT0005,Pune Plant,Sleek,2026-27,August,28,768,780.4164428710938,628.8333333333334
MAT0006,Chennai Plant,Sleek,2026-27,August,28,127,123.21092987060547,124.33333333333333
MAT0006,Coimbatore Plant,Sleek,2026-27,August,28,125,120.6888656616211,123.0
MAT0007,Bengaluru Plant,AeroBreeze,2026-27,August,28,13,14.68698501586914,21.333333333333332
MAT0007,Chennai Plant,AeroBreeze,2026-27,August,28,14,15.253546714782715,20.666666666666668
