MatNo,Plant,origin,horizon,month_index,actual,xgb_pred,wma_pred
MAT0010,Pune Plant,14,7,20,138,146.3215789794922,149.39496527777774
MAT0011,Chennai Plant,14,7,20,47,43.56545639038086,46.20032793209876
MAT0012,Coimbatore Plant,14,7,20,24,20.643877029418945,22.99990354938272
MAT0012,Pune Plant,14,7,20,25,19.144229888916016,22.801408179012345
MAT0013,Bengaluru Plant,14,7,20,92,120.72418975830078,124.99266975308642
MAT0013,Delhi Plant,14,7,20,108,127.44033813476562,124.10561342592592
MAT0014,Bengaluru Plant,14,7,20,12,14.318916320800781,12.200327932098764
MAT0014,Chennai Plant,14,7,20,146,141.79954528808594,134.1923225308642
MAT0014,Coimbatore Plant,14,7,20,54,58.473236083984375,64.10185185185185
MAT0014,Delhi Plant,14,7,20,26,22.38346290588379,27.79764660493827
MAT0014,Pune Plant,14,7,20,40,34.64566421508789,38.59355709876543
MAT0015,Pune Plant,14,7,20,226,226.58961486816406,233.08371913580243
MAT0016,Chennai Plant,14,7,20,73,79.05714416503906,69.71402391975307
MAT0016,Delhi Plant,14,7,20,73,78.09819793701172,74.20920138888889
MAT0017,Bengaluru Plant,14,7,20,217,219.12977600097656,200.3250385802469
MAT0018,Bengaluru Plant,14,7,20,534,460.1394348144531,458.59789737654324
MAT0018,Coimbatore Plant,14,7,20,533,453.4680480957031,513.8786651234568
MAT0001,Chennai Plant,14,8,21,122,136.4467315673828,134.00110918209876
MAT0001,Pune Plant,14,8,21,141,136.39968872070312,138.40239197530863
MAT0002,Chennai Plant,14,8,21,164,142.17933654785156,161.70408950617283
MAT0002,Delhi Plant,14,8,21,151,134.57919311523438,155.70273919753086
MAT0003,Coimbatore Plant,14,8,21,206,224.98464965820312,220.10079089506175
MAT0004,Chennai Plant,14,8,21,75,118.37966918945312,137.9105420524691
MAT0004,Delhi Plant,14,8,21,82,118.37973022460938,145.91150655864197
MAT0004,Pune Plant,14,8,21,74,118.57843780517578,151.3117766203704
MAT0005,Bengaluru Plant,14,8,21,413,369.56658935546875,385.3942418981482
MAT0005,Pune Plant,14,8,21,408,362.78509521484375,377.7939332561729
MAT0006,Chennai Plant,14,8,21,124,150.61773681640625,119.4025848765432
MAT0006,Coimbatore Plant,14,8,21,105,150.29039001464844,120.30005787037037
MAT0007,Bengaluru Plant,14,8,21,12,12.718657493591309,24.701630015432098
MAT0007,Chennai Plant,14,8,21,13,22.298986434936523,24.601996527777775
MAT0007,Delhi Plant,14,8,21,14,13.740019798278809,23.40166859567901
MAT0007,Pune Plant,14,8,21,12,17.22312355041504,23.201340663580243
MAT0008,Delhi Plant,14,8,21,173,291.2274169921875,310.4221643518518
MAT0009,Bengaluru Plant,14,8,21,286,316.73382568359375,298.1984953703703
MAT0009,Chennai Plant,14,8,21,288,335.3625183105469,306.10132137345676
MAT0010,Delhi Plant,14,8,21,159,152.5728759765625,152.00477430555557
MAT0010,Pune Plant,14,8,21,152,154.89950561523438,149.4015721450617
MAT0011,Chennai Plant,14,8,21,45,51.78695297241211,46.20008680555554
MAT0012,Coimbatore Plant,14,8,21,24,21.283788681030273,23.000337577160494
MAT0012,Pune Plant,14,8,21,26,21.758682250976562,22.80000964506173
MAT0013,Bengaluru Plant,14,8,21,115,119.10591125488281,125.00096450617285
MAT0013,Delhi Plant,14,8,21,127,128.2858123779297,124.0994888117284
MAT0014,Bengaluru Plant,14,8,21,14,15.39631175994873,12.200086805555555
MAT0014,Chennai Plant,14,8,21,150,153.82101440429688,134.20341435185188
MAT0014,Coimbatore Plant,14,8,21,67,64.48928833007812,64.1003086419753
MAT0014,Delhi Plant,14,8,21,23,24.97622299194336,27.800829475308642
MAT0014,Pune Plant,14,8,21,38,39.63032531738281,38.6015625
MAT0015,Pune Plant,14,8,21,220,215.01451110839844,233.10204475308637
MAT0016,Chennai Plant,14,8,21,140,107.24370574951172,69.69227430555556
MAT0016,Delhi Plant,14,8,21,137,106.26335906982422,74.19372106481482
MAT0017,Bengaluru Plant,14,8,21,229,235.8095245361328,200.2882908950617
MAT0018,Bengaluru Plant,14,8,21,470,414.3369445800781,458.6048900462963
MAT0018,Coimbatore Plant,14,8,21,518,445.1826477050781,513.9061535493828
MAT0001,Chennai Plant,14,9,22,137,132.4688262939453,133.9992042824074
MAT0001,Pune Plant,14,9,22,126,133.26470947265625,138.40027006172838
MAT0002,Chennai Plant,14,9,22,167,144.78025817871094,161.700295781893
MAT0002,Delhi Plant,14,9,22,146,139.65072631835938,155.69884902263374
MAT0003,Coimbatore Plant,14,9,22,223,225.22763061523438,220.10196437757202
MAT0004,Chennai Plant,14,9,22,73,122.69493865966797,137.89849376286006
MAT0004,Delhi Plant,14,9,22,71,123.44912719726562,145.89923321759258
MAT0004,Pune Plant,14,9,22,73,124.16981506347656,151.29869952417698
MAT0005,Bengaluru Plant,14,9,22,411,388.3565673828125,385.396902327675
MAT0005,Pune Plant,14,9,22,409,372.9404602050781,377.800451710391
MAT0006,Chennai Plant,14,9,22,114,150.7964630126953,119.39959490740739
MAT0006,Coimbatore Plant,14,9,22,106,150.05780029296875,120.29959169238684
MAT0007,Bengaluru Plant,14,9,22,14,15.513476371765137,24.699644740226336
MAT0007,Chennai Plant,14,9,22,13,21.02174186706543,24.599802276234566
MAT0007,Delhi Plant,14,9,22,12,15.538872718811035,23.39971547067901
MAT0007,Pune Plant,14,9,22,14,15.704583168029785,23.199628665123456
MAT0008,Delhi Plant,14,9,22,381,313.1523132324219,310.4154288837448
MAT0009,Bengaluru Plant,14,9,22,324,312.6522521972656,298.19827031893004
MAT0009,Chennai Plant,14,9,22,330,320.0064697265625,306.1011365097736
MAT0010,Delhi Plant,14,9,22,159,153.0474853515625,152.00077964248973
MAT0010,Pune Plant,14,9,22,146,153.1989288330078,149.40005304783946
MAT0011,Chennai Plant,14,9,22,48,54.13056945800781,46.19990194187242
MAT0012,Coimbatore Plant,14,9,22,22,19.465194702148438,22.999847286522634
MAT0012,Pune Plant,14,9,22,22,20.16773223876953,22.79976048096708
MAT0013,Bengaluru Plant,14,9,22,112,135.6554412841797,125.00073945473252
MAT0013,Delhi Plant,14,9,22,131,137.7859344482422,124.09932002314815
MAT0014,Bengaluru Plant,14,9,22,11,14.198023796081543,12.199901941872428
MAT0014,Chennai Plant,14,9,22,150,129.02020263671875,134.19957240226339
MAT0014,Coimbatore Plant,14,9,22,67,57.897029876708984,64.09953703703702
MAT0014,Delhi Plant,14,9,22,25,22.505098342895508,27.799977494855966
MAT0014,Pune Plant,14,9,22,37,34.948760986328125,38.600292566872426
MAT0015,Pune Plant,14,9,22,229,226.44674682617188,233.10169110082302
MAT0016,Chennai Plant,14,9,22,135,123.64611053466797,69.70152552726337
MAT0016,Delhi Plant,14,9,22,127,118.42597961425781,74.20160590277779
MAT0017,Bengaluru Plant,14,9,22,208,238.36180114746094,200.30168145576127
MAT0018,Bengaluru Plant,14,9,22,473,441.4195251464844,458.59790541409467
MAT0018,Coimbatore Plant,14,9,22,524,460.4957275390625,513.9004790380659
MAT0001,Chennai Plant,14,10,23,136,125.79484558105469,134.00021299511317
MAT0001,Pune Plant,14,10,23,130,129.85813903808594,138.39946630658434
MAT0002,Chennai Plant,14,10,23,165,148.1470184326172,161.69917052469137
MAT0002,Delhi Plant,14,10,23,153,141.86920166015625,155.70011895576133
MAT0003,Coimbatore Plant,14,10,23,213,226.47166442871094,220.09888599537035
MAT0004,Chennai Plant,14,10,23,73,119.32233428955078,137.89899610982508
MAT0004,Delhi Plant,14,10,23,81,119.73096466064453,145.89846563143
MAT0004,Pune Plant,14,10,23,74,120.64110565185547,151.29868746784982
MAT0005,Bengaluru Plant,14,10,23,371,387.58062744140625,385.4025085198046
MAT0005,Pune Plant,14,10,23,399,382.1753234863281,377.80078526877577
MAT0006,Chennai Plant,14,10,23,122,129.8749542236328,119.39977173353908
MAT0006,Coimbatore Plant,14,10,23,119,130.84970092773438,120.30019450874487
MAT0007,Bengaluru Plant,14,10,23,14,14.031733512878418,24.69990596064815
MAT0007,Chennai Plant,14,10,23,14,19.681259155273438,24.599766107253085
MAT0007,Delhi Plant,14,10,23,14,14.57113265991211,23.39986416538066
MAT0007,Pune Plant,14,10,23,13,14.660614967346191,23.199962223508226
MAT0008,Delhi Plant,14,10,23,263,224.41729736328125,310.3885914994856
MAT0009,Bengaluru Plant,14,10,23,303,308.29888916015625,298.20111561213986
MAT0009,Chennai Plant,14,10,23,332,327.49676513671875,306.09921151620364
MAT0010,Delhi Plant,14,10,23,154,144.24044799804688,151.99881446116257
MAT0010,Pune Plant,14,10,23,140,143.33673095703125,149.39971145190324
MAT0011,Chennai Plant,14,10,23,47,54.83837127685547,46.20003456147118
MAT0012,Coimbatore Plant,14,10,23,25,20.144458770751953,23.000020093878604
MAT0012,Pune Plant,14,10,23,24,19.610271453857422,22.800118152006178
MAT0013,Bengaluru Plant,14,10,23,126,125.08932495117188,124.99946952160495
MAT0013,Delhi Plant,14,10,23,100,119.74304962158203,124.10042518647121
MAT0014,Bengaluru Plant,14,10,23,13,13.660796165466309,12.200034561471192
MAT0014,Chennai Plant,14,10,23,135,132.39414978027344,134.19964474022635
MAT0014,Coimbatore Plant,14,10,23,59,56.790977478027344,64.10018004115226
MAT0014,Delhi Plant,14,10,23,27,21.7984619140625,27.79987300668724
MAT0014,Pune Plant,14,10,23,38,37.031219482421875,38.599593299897116
MAT0015,Pune Plant,14,10,23,217,227.19277954101562,233.0988136574074
MAT0016,Chennai Plant,14,10,23,117,123.38224029541016,69.70052485210906
MAT0016,Delhi Plant,14,10,23,122,117.01824951171875,74.20024353780865
MAT0017,Bengaluru Plant,14,10,23,231,231.35653686523438,200.301110789609
MAT0018,Bengaluru Plant,14,10,23,474,416.8177490234375,458.60023228523664
MAT0018,Coimbatore Plant,14,10,23,450,453.99127197265625,513.8987348894034
MAT0001,Chennai Plant,14,11,24,128,136.25709533691406,134.00002612204216
MAT0001,Pune Plant,14,11,24,129,136.01889038085938,138.40022183641972
MAT0002,Chennai Plant,14,11,24,173,156.22048950195312,161.70036544067216
MAT0002,Delhi Plant,14,11,24,170,154.59506225585938,155.70013235168037
MAT0003,Coimbatore Plant,14,11,24,160,227.34695434570312,220.1002296060528
MAT0004,Chennai Plant,14,11,24,167,143.9773712158203,137.90075298461076
MAT0004,Delhi Plant,14,11,24,143,144.03614807128906,145.90089498135288
MAT0004,Pune Plant,14,11,24,149,149.6822967529297,151.30087301204563
MAT0005,Bengaluru Plant,14,11,24,389,411.2332458496094,385.39926201881866
MAT0005,Pune Plant,14,11,24,405,383.51116943359375,377.79953208054707
MAT0006,Chennai Plant,14,11,24,121,129.41632080078125,119.40018164866252
MAT0006,Coimbatore Plant,14,11,24,123,131.6600341796875,120.29997079689645
MAT0007,Bengaluru Plant,14,11,24,26,20.043058395385742,24.700106229638205
MAT0007,Chennai Plant,14,11,24,27,26.08662986755371,24.60014990033436
MAT0007,Delhi Plant,14,11,24,30,19.818603515625,23.40011533886317
MAT0007,Pune Plant,14,11,24,30,19.25322914123535,23.20008077739197
MAT0008,Delhi Plant,14,11,24,395,287.7521057128906,310.40313276963303
MAT0009,Bengaluru Plant,14,11,24,341,330.3430480957031,298.1997304741083
MAT0009,Chennai Plant,14,11,24,352,328.74371337890625,306.1002048236025
MAT0010,Delhi Plant,14,11,24,148,145.5687255859375,152.0004628290038
MAT0010,Pune Plant,14,11,24,163,148.25242614746094,149.40013543274173
MAT0011,Chennai Plant,14,11,24,46,62.66401290893555,46.19999906228565
MAT0012,Coimbatore Plant,14,11,24,28,22.66813850402832,23.000015405306925
MAT0012,Pune Plant,14,11,24,31,23.580486297607422,22.799980843835737
MAT0013,Bengaluru Plant,14,11,24,109,123.17608642578125,125.00014199674213
MAT0013,Delhi Plant,14,11,24,92,135.1437530517578,124.09990073623972
MAT0014,Bengaluru Plant,14,11,24,13,16.060422897338867,12.199999062285665
MAT0014,Chennai Plant,14,11,24,127,134.45028686523438,134.20024889617628
MAT0014,Coimbatore Plant,14,11,24,69,66.65299987792969,64.09998713991769
MAT0014,Delhi Plant,14,11,24,30,26.706544876098633,27.800067247513713
MAT0014,Pune Plant,14,11,24,38,36.247642517089844,38.60015458890603
MAT0015,Pune Plant,14,11,24,218,222.53717041015625,233.1003113211591
MAT0016,Chennai Plant,14,11,24,76,113.84481048583984,69.69948331940158
MAT0016,Delhi Plant,14,11,24,75,113.27394104003906,74.19961058063272
MAT0017,Bengaluru Plant,14,11,24,175,223.22003173828125,200.29916436256852
MAT0018,Bengaluru Plant,14,11,24,539,466.57220458984375,458.6002329550326
MAT0018,Coimbatore Plant,14,11,24,514,466.99444580078125,513.9005527156208
MAT0001,Chennai Plant,14,12,25,130,139.27688598632812,133.99995143979336
MAT0001,Pune Plant,14,12,25,128,142.32666015625,138.3999780306927
MAT0002,Chennai Plant,14,12,25,193,158.50518798828125,161.6999555255487
MAT0002,Delhi Plant,14,12,25,204,157.62200927734375,155.69991399819958
MAT0003,Coimbatore Plant,14,12,25,154,229.61386108398438,220.1000708644119
MAT0004,Chennai Plant,14,12,25,146,153.4481964111328,137.89979082272376
MAT0004,Delhi Plant,14,12,25,167,154.34207153320312,145.89980823741854
MAT0004,Pune Plant,14,12,25,157,160.72132873535156,151.29978224933558
MAT0005,Bengaluru Plant,14,12,25,447,376.4936218261719,385.3999509039567
MAT0005,Pune Plant,14,12,25,454,365.5542907714844,377.80010308159734
MAT0006,Chennai Plant,14,12,25,126,118.96670532226562,119.39994722007884
MAT0006,Coimbatore Plant,14,12,25,130,118.69063568115234,120.29998218342764
MAT0007,Bengaluru Plant,14,12,25,26,23.80952262878418,24.69996255840621
MAT0007,Chennai Plant,14,12,25,29,26.44717025756836,24.599964031957303
MAT0007,Delhi Plant,14,12,25,28,26.86668586730957,23.39996496967164
MAT0007,Pune Plant,14,12,25,27,26.465341567993164,23.199965907385973
MAT0008,Delhi Plant,14,12,25,453,218.06655883789062,310.40033503193587
MAT0009,Bengaluru Plant,14,12,25,299,317.4060974121094,298.19994882758914
MAT0009,Chennai Plant,14,12,25,299,320.76104736328125,306.1000290021647
MAT0010,Delhi Plant,14,12,25,178,153.5479736328125,151.99996617530437
MAT0010,Pune Plant,14,12,25,169,159.17410278320312,149.39998037497853
MAT0011,Chennai Plant,14,12,25,49,56.1680908203125,46.19999470861196
MAT0012,Coimbatore Plant,14,12,25,28,23.18421173095703,22.999988948366774
MAT0012,Pune Plant,14,12,25,30,23.521486282348633,22.799989886081107
MAT0013,Bengaluru Plant,14,12,25,108,132.72067260742188,125.00001741469481
MAT0013,Delhi Plant,14,12,25,118,122.79186248779297,124.0999787674683
MAT0014,Bengaluru Plant,14,12,25,13,15.551770210266113,12.199994708611968
MAT0014,Chennai Plant,14,12,25,149,140.9474639892578,134.19993476187415
MAT0014,Coimbatore Plant,14,12,25,60,62.06973648071289,64.09997642318244
MAT0014,Delhi Plant,14,12,25,25,29.299455642700195,27.79998754179526
MAT0014,Pune Plant,14,12,25,39,36.40633010864258,38.599990488897454
MAT0015,Pune Plant,14,12,25,241,220.7330322265625,233.10004206318584
MAT0016,Chennai Plant,14,12,25,76,121.45995330810547,69.70017086494771
MAT0016,Delhi Plant,14,12,25,64,121.05951690673828,74.20015412004888
MAT0017,Bengaluru Plant,14,12,25,161,233.74008178710938,200.30023268711412
MAT0018,Bengaluru Plant,14,12,25,549,460.6597900390625,458.5998448082776
MAT0018,Coimbatore Plant,14,12,25,536,489.0599670410156,513.8999344939558
MAT0001,Chennai Plant,15,1,15,124,128.55540466308594,131.16666666666666
MAT0001,Pune Plant,15,1,15,143,133.76844787597656,136.33333333333334
MAT0002,Chennai Plant,15,1,15,162,170.48483276367188,168.0
MAT0002,Delhi Plant,15,1,15,168,148.24688720703125,161.16666666666666
MAT0003,Coimbatore Plant,15,1,15,196,218.97923278808594,213.0
MAT0004,Chennai Plant,15,1,15,71,80.31399536132812,154.83333333333334
MAT0004,Delhi Plant,15,1,15,83,75.4479751586914,144.83333333333334
MAT0004,Pune Plant,15,1,15,74,80.70513153076172,160.33333333333334
MAT0005,Bengaluru Plant,15,1,15,802,619.3460083007812,399.6666666666667
MAT0005,Pune Plant,15,1,15,784,666.5189819335938,388.8333333333333
MAT0006,Chennai Plant,15,1,15,113,139.58999633789062,119.66666666666667
MAT0006,Coimbatore Plant,15,1,15,115,138.3760223388672,117.33333333333333
MAT0007,Bengaluru Plant,15,1,15,13,2.2905900478363037,25.0
MAT0007,Chennai Plant,15,1,15,12,3.370800256729126,25.0
MAT0007,Delhi Plant,15,1,15,13,4.763689994812012,26.333333333333332
MAT0007,Pune Plant,15,1,15,14,4.4273505210876465,25.166666666666668
MAT0008,Delhi Plant,15,1,15,167,347.76715087890625,276.8333333333333
MAT0009,Bengaluru Plant,15,1,15,294,330.4482116699219,310.8333333333333
MAT0009,Chennai Plant,15,1,15,331,436.0128173828125,313.5
MAT0010,Delhi Plant,15,1,15,141,148.41371154785156,147.16666666666666
MAT0010,Pune Plant,15,1,15,153,148.9300537109375,155.66666666666666
MAT0011,Chennai Plant,15,1,15,45,43.875274658203125,45.666666666666664
MAT0012,Coimbatore Plant,15,1,15,24,20.963483810424805,22.666666666666668
MAT0012,Pune Plant,15,1,15,22,21.45477867126465,23.0
MAT0013,Bengaluru Plant,15,1,15,129,110.53067779541016,118.0
MAT0013,Delhi Plant,15,1,15,112,115.90528106689453,112.16666666666667
MAT0014,Bengaluru Plant,15,1,15,11,14.372917175292969,13.166666666666666
MAT0014,Chennai Plant,15,1,15,132,146.0535125732422,145.83333333333334
MAT0014,Coimbatore Plant,15,1,15,64,61.19619369506836,67.33333333333333
MAT0014,Delhi Plant,15,1,15,22,26.936487197875977,27.666666666666668
MAT0014,Pune Plant,15,1,15,35,37.99004364013672,40.166666666666664
MAT0015,Pune Plant,15,1,15,209,220.54673767089844,225.0
MAT0016,Chennai Plant,15,1,15,64,69.27491760253906,65.33333333333333
MAT0016,Delhi Plant,15,1,15,65,69.06710815429688,67.0
MAT0017,Bengaluru Plant,15,1,15,198,212.3336181640625,207.83333333333334
MAT0018,Bengaluru Plant,15,1,15,479,452.9838562011719,476.6666666666667
MAT0018,Coimbatore Plant,15,1,15,524,471.2279968261719,517.1666666666666
MAT0001,Chennai Plant,15,2,16,128,135.02410888671875,130.08333333333334
MAT0001,Pune Plant,15,2,16,136,131.4603271484375,136.33333333333334
MAT0002,Chennai Plant,15,2,16,145,181.59146118164062,169.5
MAT0002,Delhi Plant,15,2,16,161,154.26246643066406,161.25
MAT0003,Coimbatore Plant,15,2,16,205,227.3469696044922,213.5
MAT0004,Chennai Plant,15,2,16,77,101.492919921875,156.91666666666666
MAT0004,Delhi Plant,15,2,16,84,91.39900970458984,144.58333333333334
MAT0004,Pune Plant,15,2,16,72,95.57943725585938,161.33333333333334
MAT0005,Bengaluru Plant,15,2,16,822,701.1355590820312,399.1666666666667
MAT0005,Pune Plant,15,2,16,828,697.7618408203125,390.75
MAT0006,Chennai Plant,15,2,16,117,149.2630615234375,119.5
MAT0006,Coimbatore Plant,15,2,16,106,152.8168487548828,116.5
MAT0007,Bengaluru Plant,15,2,16,14,20.18318748474121,24.833333333333332
MAT0007,Chennai Plant,15,2,16,14,21.005420684814453,25.0
MAT0007,Delhi Plant,15,2,16,13,20.400455474853516,26.666666666666668
MAT0007,Pune Plant,15,2,16,15,20.763671875,25.25
MAT0008,Delhi Plant,15,2,16,165,261.015625,285.25
MAT0009,Bengaluru Plant,15,2,16,326,353.94390869140625,311.4166666666667
MAT0009,Chennai Plant,15,2,16,324,426.5511169433594,315.75
MAT0010,Delhi Plant,15,2,16,159,151.2600860595703,147.25
MAT0010,Pune Plant,15,2,16,158,155.2898712158203,156.83333333333334
MAT0011,Chennai Plant,15,2,16,42,46.197509765625,45.5
MAT0012,Coimbatore Plant,15,2,16,24,20.291418075561523,22.5
MAT0012,Pune Plant,15,2,16,26,19.845703125,22.833333333333332
MAT0013,Bengaluru Plant,15,2,16,132,111.1680908203125,117.5
MAT0013,Delhi Plant,15,2,16,110,114.5052261352539,109.58333333333333
MAT0014,Bengaluru Plant,15,2,16,11,14.229175567626953,13.25
MAT0014,Chennai Plant,15,2,16,133,158.20111083984375,147.58333333333334
MAT0014,Coimbatore Plant,15,2,16,65,60.15150451660156,67.5
MAT0014,Delhi Plant,15,2,16,28,25.504058837890625,27.666666666666668
MAT0014,Pune Plant,15,2,16,36,36.107879638671875,40.75
MAT0015,Pune Plant,15,2,16,215,225.33470153808594,225.16666666666666
MAT0016,Chennai Plant,15,2,16,71,68.59072875976562,65.5
MAT0016,Delhi Plant,15,2,16,63,68.765380859375,66.83333333333333
MAT0017,Bengaluru Plant,15,2,16,211,237.51309204101562,209.91666666666666
MAT0018,Bengaluru Plant,15,2,16,499,450.9151611328125,478.1666666666667
MAT0018,Coimbatore Plant,15,2,16,485,473.78045654296875,518.4166666666666
MAT0001,Chennai Plant,15,3,17,135,138.5404052734375,129.93055555555557
MAT0001,Pune Plant,15,3,17,142,136.96109008789062,135.7777777777778
MAT0002,Chennai Plant,15,3,17,172,180.3346710205078,169.41666666666666
MAT0002,Delhi Plant,15,3,17,170,146.00917053222656,161.68055555555554
MAT0003,Coimbatore Plant,15,3,17,192,232.25076293945312,212.25
MAT0004,Chennai Plant,15,3,17,80,108.7536392211914,157.40277777777777
MAT0004,Delhi Plant,15,3,17,84,108.87403869628906,143.23611111111111
MAT0004,Pune Plant,15,3,17,81,106.93789672851562,160.94444444444446
MAT0005,Bengaluru Plant,15,3,17,841,738.4647216796875,401.97222222222223
MAT0005,Pune Plant,15,3,17,742,739.3040161132812,392.3194444444444
MAT0006,Chennai Plant,15,3,17,121,140.2940673828125,119.30555555555556
MAT0006,Coimbatore Plant,15,3,17,110,145.51312255859375,116.3611111111111
MAT0007,Bengaluru Plant,15,3,17,15,19.414281845092773,24.75
MAT0007,Chennai Plant,15,3,17,12,21.552291870117188,24.833333333333332
MAT0007,Delhi Plant,15,3,17,14,20.28536033630371,26.777777777777775
MAT0007,Pune Plant,15,3,17,13,20.632373809814453,25.347222222222225
MAT0008,Delhi Plant,15,3,17,499,406.2758483886719,275.2361111111111
MAT0009,Bengaluru Plant,15,3,17,301,423.7516784667969,313.15277777777777
MAT0009,Chennai Plant,15,3,17,293,455.9143371582031,315.875
MAT0010,Delhi Plant,15,3,17,138,154.43804931640625,146.01388888888889
MAT0010,Pune Plant,15,3,17,157,152.0579071044922,157.13888888888889
MAT0011,Chennai Plant,15,3,17,47,47.88943862915039,45.47222222222222
MAT0012,Coimbatore Plant,15,3,17,25,21.528779983520508,22.472222222222225
MAT0012,Pune Plant,15,3,17,23,20.422130584716797,22.916666666666668
MAT0013,Bengaluru Plant,15,3,17,132,116.3866958618164,116.58333333333333
MAT0013,Delhi Plant,15,3,17,120,131.65728759765625,108.84722222222223
MAT0014,Bengaluru Plant,15,3,17,11,15.748879432678223,13.347222222222221
MAT0014,Chennai Plant,15,3,17,118,165.17633056640625,148.23611111111111
MAT0014,Coimbatore Plant,15,3,17,71,63.117210388183594,67.8611111111111
MAT0014,Delhi Plant,15,3,17,28,27.92365837097168,27.555555555555557
MAT0014,Pune Plant,15,3,17,36,37.31120300292969,40.59722222222222
MAT0015,Pune Plant,15,3,17,225,224.01467895507812,223.75
MAT0016,Chennai Plant,15,3,17,67,69.87501525878906,65.69444444444444
MAT0016,Delhi Plant,15,3,17,71,69.59464263916016,66.58333333333333
MAT0017,Bengaluru Plant,15,3,17,188,230.56884765625,211.56944444444446
MAT0018,Bengaluru Plant,15,3,17,527,444.9122314453125,479.6388888888889
MAT0018,Coimbatore Plant,15,3,17,465,481.682373046875,517.7638888888888
MAT0001,Chennai Plant,15,4,18,139,137.9087677001953,130.18750000000003
MAT0001,Pune Plant,15,4,18,136,136.54966735839844,136.05555555555557
MAT0002,Chennai Plant,15,4,18,173,178.76055908203125,169.20833333333334
MAT0002,Delhi Plant,15,4,18,157,142.85821533203125,161.45138888888889
MAT0003,Coimbatore Plant,15,4,18,224,227.3922119140625,212.79166666666666
MAT0004,Chennai Plant,15,4,18,84,116.73676300048828,156.8125
MAT0004,Delhi Plant,15,4,18,78,116.46880340576172,143.95138888888889
MAT0004,Pune Plant,15,4,18,80,114.5874252319336,160.97222222222223
MAT0005,Bengaluru Plant,15,4,18,373,387.0840148925781,400.65277777777777
MAT0005,Pune Plant,15,4,18,406,386.82025146484375,391.21527777777777
MAT0006,Chennai Plant,15,4,18,235,157.107421875,119.43055555555556
MAT0006,Coimbatore Plant,15,4,18,207,160.8965606689453,116.56944444444444
MAT0007,Bengaluru Plant,15,4,18,13,19.27811050415039,24.819444444444443
MAT0007,Chennai Plant,15,4,18,15,20.978515625,24.916666666666668
MAT0007,Delhi Plant,15,4,18,14,20.48883056640625,26.666666666666668
MAT0007,Pune Plant,15,4,18,15,20.782512664794922,25.284722222222225
MAT0008,Delhi Plant,15,4,18,452,278.1603698730469,278.84027777777777
MAT0009,Bengaluru Plant,15,4,18,645,535.6194458007812,312.1875
MAT0009,Chennai Plant,15,4,18,649,477.5732116699219,315.4375
MAT0010,Delhi Plant,15,4,18,157,150.720458984375,146.61805555555554
MAT0010,Pune Plant,15,4,18,147,151.05780029296875,156.79166666666666
MAT0011,Chennai Plant,15,4,18,47,45.72169494628906,45.513888888888886
MAT0012,Coimbatore Plant,15,4,18,24,22.234601974487305,22.51388888888889
MAT0012,Pune Plant,15,4,18,24,21.87337303161621,22.902777777777775
MAT0013,Bengaluru Plant,15,4,18,102,127.4035415649414,117.125
MAT0013,Delhi Plant,15,4,18,108,121.95511627197266,109.64583333333333
MAT0014,Bengaluru Plant,15,4,18,13,14.697558403015137,13.284722222222221
MAT0014,Chennai Plant,15,4,18,151,180.93670654296875,147.61805555555557
MAT0014,Coimbatore Plant,15,4,18,61,60.009822845458984,67.65277777777777
MAT0014,Delhi Plant,15,4,18,26,27.729114532470703,27.611111111111114
MAT0014,Pune Plant,15,4,18,39,36.30583190917969,40.576388888888886
MAT0015,Pune Plant,15,4,18,218,216.5319366455078,224.43055555555554
MAT0016,Chennai Plant,15,4,18,68,73.54937744140625,65.56944444444444
MAT0016,Delhi Plant,15,4,18,73,71.71440887451172,66.7361111111111
MAT0017,Bengaluru Plant,15,4,18,192,245.16917419433594,210.39583333333334
MAT0018,Bengaluru Plant,15,4,18,507,423.3245849609375,478.6527777777778
MAT0018,Coimbatore Plant,15,4,18,463,424.6859436035156,517.8819444444445
MAT0001,Chennai Plant,15,5,19,133,139.2099609375,130.08449074074076
MAT0001,Pune Plant,15,5,19,133,135.1800994873047,136.00925925925927
MAT0002,Chennai Plant,15,5,19,153,178.79673767089844,169.32638888888889
MAT0002,Delhi Plant,15,5,19,156,136.64295959472656,161.49421296296296
MAT0003,Coimbatore Plant,15,5,19,192,228.30035400390625,212.72916666666666
MAT0004,Chennai Plant,15,5,19,78,115.90652465820312,157.02662037037035
MAT0004,Delhi Plant,15,5,19,72,117.10377502441406,143.81828703703704
MAT0004,Pune Plant,15,5,19,84,115.62545776367188,161.02314814814815
MAT0005,Bengaluru Plant,15,5,19,402,393.6026611328125,400.8449074074074
MAT0005,Pune Plant,15,5,19,399,391.3112487792969,391.505787037037
MAT0006,Chennai Plant,15,5,19,208,151.59194946289062,119.40046296296295
MAT0006,Coimbatore Plant,15,5,19,226,154.02230834960938,116.48842592592592
MAT0007,Bengaluru Plant,15,5,19,12,19.164182662963867,24.79861111111111
MAT0007,Chennai Plant,15,5,19,14,21.382028579711914,24.902777777777775
MAT0007,Delhi Plant,15,5,19,12,21.108762741088867,26.703703703703706
MAT0007,Pune Plant,15,5,19,14,21.377294540405273,25.299768518518523
MAT0008,Delhi Plant,15,5,19,203,429.6270751953125,278.7071759259259
